nome,endereco,lat,lon,imagem,detalhes_url,mapa_url
The Butcher,"Avenida Ressaca, 353 | Coração Eucarístico, Belo Horizonte - MG",-19.9173836,-43.9878777,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171820/thebutcher_paneladeprata_bh_2025_rodneycosta_unibh-8006-scaled.jpg,https://comidadibuteco.com.br/buteco/the-butcher/,"https://www.google.com/maps/search/?api=1&query=Avenida Ressaca, 353 | Coração Eucarístico, Belo Horizonte - MG"
Toca do Ogro,"Rua Professor Nelson de Sena, 4 | Pampulha, Belo Horizonte - MG",-19.85347,-43.9559535,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171927/tocadoogro_ripadeprata_bh_2025_rodneycosta_unibh-9147-scaled.jpg,https://comidadibuteco.com.br/buteco/toca-do-ogro/,"https://www.google.com/maps/search/?api=1&query=Rua Professor Nelson de Sena, 4 | Pampulha, Belo Horizonte - MG"
Toninho – Alto Forno,"Rua Miracema, 100 | Santo André, Belo Horizonte - MG",-19.8999259,-43.9523387,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044346/toninhoaltoforno_joelhodalili_bh_2025_rodneycosta_unibh-8417-scaled.jpg,https://comidadibuteco.com.br/buteco/5706-revision-v1/,"https://www.google.com/maps/search/?api=1&query=Rua Miracema, 100 | Santo André, Belo Horizonte - MG"
Tropeiro do Lisboa,"Avenida Leontino Francisco Alves, 506 | Serra Verde (Venda Nova), Belo Horizonte - MG",-19.7999483,-43.9586827,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044322/tropeirolisboa_caldeiraodomiion_bh_2025_rodneycosta_unibh-7990-scaled.jpg,https://comidadibuteco.com.br/buteco/tropeiro-do-lisboa/,"https://www.google.com/maps/search/?api=1&query=Avenida Leontino Francisco Alves, 506 | Serra Verde (Venda Nova), Belo Horizonte - MG"
Us Motoca,"Rua Blenda, 91 | Camargos, Belo Horizonte - MG",-19.9406667,-44.0152739,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044259/usmotoca_bodasdeprata_bh_2025_mylenaizis_unibh-9157-scaled.jpg,https://comidadibuteco.com.br/buteco/3187-revision-v1/,"https://www.google.com/maps/search/?api=1&query=Rua Blenda, 91 | Camargos, Belo Horizonte - MG"
Xambar,"Avenida Augusto de Lima, 233 | Centro, Belo Horizonte - MG",-19.92462,-43.93794,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19172132/xambar_minerimorienta_bh_2025_isaquerodrigues_unibh-7522-scaled.jpg,https://comidadibuteco.com.br/buteco/xambar/,"https://www.google.com/maps/search/?api=1&query=Avenida Augusto de Lima, 233 | Centro, Belo Horizonte - MG"
Xico da Kafua,"Avenida Itaú, 1195 - João Pinheiro, Belo Horizonte - MG",-19.9227539,-44.0026906,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044033/xicodacafua_penaareia_bh_2025_rodneycosta_unibh-8478-scaled.jpg,https://comidadibuteco.com.br/buteco/xico-da-kafua/,"https://www.google.com/maps/search/?api=1&query=Avenida Itaú, 1195 - João Pinheiro, Belo Horizonte - MG"
Xico do Churrasco,"Av Altamiro Avelino Soares, 920 - Castelo - Belo Horizonte - MG",-19.88026,-44.00225,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044005/xicodochurrasco_xicobalaio_bh_2025_isaquerodrigues_unibh-7860-scaled.jpg,https://comidadibuteco.com.br/buteco/xico-do-churrasco/,"https://www.google.com/maps/search/?api=1&query=Av Altamiro Avelino Soares, 920 - Castelo - Belo Horizonte - MG"
Zé Bolacha,"Rua das Melancias, 35 | Vila Cloris, Belo Horizonte - MG",-19.8217603,-43.9521411,https://comidadibuteco.com.br/wp-content/uploads/2025/03/zebolacha_rabico_bh_2025_isaquerodrigues_unibh-9275-scaled.jpg,https://comidadibuteco.com.br/buteco/ze-bolacha/,"https://www.google.com/maps/search/?api=1&query=Rua das Melancias, 35 | Vila Cloris, Belo Horizonte - MG"
Zoo Bar,"Avenida Otacílio Negrão de Lima, 7844 | Pampulha, Belo Horizonte - MG",-19.854613,-44.0041071,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19172539/zoobar_canjiquinhadavovo_bh_2025_isaquerodrigues_unibh-8303-scaled.jpg,https://comidadibuteco.com.br/buteco/zoo-bar/,"https://www.google.com/maps/search/?api=1&query=Avenida Otacílio Negrão de Lima, 7844 | Pampulha, Belo Horizonte - MG"
